GeneName	NV_controlLung86	NV_controlLung87	NV_controlLung88	NV_controlLung89	NV_fer1Lung2	NV_fer1Lung3	NV_fer1Lung4	NV_fer1Lung10	NV_vehLung1	NV_vehLung2	NV_vehLung3	NV_vehLung4
ENSRNOG00000064417	71	71	71	80	20	53	99	207	55	39	48	35
ENSRNOG00000064418	5	3	3	0	1	4	8	11	4	3	0	0
U6	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064420	0	0	0	0	0	0	4	2	0	2	0	2
ENSRNOG00000064421	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064422	5	0	0	0	0	1	0	1	0	0	0	1
ENSRNOG00000064423	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064424	2	3	3	1	0	2	0	8	4	5	2	1
U6	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064426	37	25	39	33	17	48	58	149	46	35	16	56
ENSRNOG00000064427	1	1	1	1	1	0	0	4	1	0	1	1
ENSRNOG00000064428	0	0	0	0	0	0	0	0	0	0	0	0
Snx21	324	318	230	302	170	256	372	1076	321	285	211	294
ENSRNOG00000064430	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064431	0	0	1	0	4	6	4	16	9	15	5	7
Rbm43	189	179	162	222	143	318	327	932	202	305	151	228
ENSRNOG00000064433	0	0	0	0	0	0	0	0	0	0	0	0
Olr242	0	0	0	0	0	0	0	0	0	0	0	0
SNORD116	0	0	0	0	0	0	0	0	0	0	0	0
U2	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064437	1	2	0	1	2	2	5	15	11	5	2	3
ENSRNOG00000064438	31	11	9	9	6	39	19	68	31	25	23	45
ENSRNOG00000064439	0	0	0	0	0	0	0	0	0	0	0	0
Olr1225	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064441	0	0	0	0	0	0	0	0	0	0	0	0
Tmem74b	2	1	0	1	0	0	0	0	4	4	0	0
ENSRNOG00000064443	0	0	0	0	0	0	0	0	1	1	0	1
ENSRNOG00000064444	0	0	1	0	0	0	1	3	1	2	0	1
ENSRNOG00000064445	0	0	1	2	0	0	0	6	1	2	0	0
Olr1090	0	0	0	0	0	0	0	0	0	0	0	0
Taar7e	0	0	0	0	0	0	0	0	0	0	0	0
U2	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064449	1253	747	861	736	423	495	811	2033	907	626	283	485
ENSRNOG00000064450	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064451	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064452	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064453	22	15	24	19	18	21	20	66	33	61	12	18
Olr4	0	0	0	0	0	0	0	0	0	0	0	0
Olr855	0	0	0	0	0	0	0	2	0	0	0	3
ENSRNOG00000064456	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064457	148	152	140	120	114	146	208	497	139	156	101	130
ENSRNOG00000064458	0	0	0	0	0	0	0	0	0	0	0	0
Olr447	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064460	0	0	0	0	0	0	0	0	0	0	0	0
Olr1105	0	0	0	0	1	5	5	5	6	1	3	1
Cntnap5b	0	0	0	0	0	0	0	0	0	0	0	0
U6	0	0	0	0	0	0	0	0	1	0	0	0
ENSRNOG00000064464	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064465	0	0	0	0	0	0	0	0	0	0	0	0
Ugt2b15	2	0	0	0	0	0	0	0	0	0	0	0
Olr1229	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064468	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064469	31	4	0	4	46	67	134	110	31	94	115	6
SNORD115	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064471	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064472	0	0	1	2	0	1	0	1	0	0	0	0
ENSRNOG00000064473	0	0	0	0	0	0	0	1	0	0	0	0
ENSRNOG00000064474	0	1	0	0	0	0	0	0	1	0	0	0
ENSRNOG00000064475	436	410	344	341	197	322	453	1072	445	336	180	322
ENSRNOG00000064476	0	0	0	0	0	0	0	0	0	0	0	0
U6	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064478	0	0	1	0	0	0	0	1	0	0	0	0
Vom1r21	0	0	0	0	0	0	0	0	0	0	0	0
Gmfb	5154	5753	4848	5064	3873	6521	8270	20795	6364	5817	3955	5043
ENSRNOG00000064481	2	0	0	0	0	0	0	2	0	0	1	7
ENSRNOG00000064482	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064483	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064484	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064485	147	187	157	151	79	170	210	432	230	100	130	163
ENSRNOG00000064486	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064487	0	0	0	0	0	0	0	0	0	0	0	0
Or10ad1	0	0	0	0	3	1	0	0	0	0	0	1
ENSRNOG00000064489	1	0	0	0	0	0	0	0	0	1	0	0
ENSRNOG00000064490	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064491	0	0	0	0	0	1	0	0	0	0	0	0
U6	0	0	0	0	0	0	0	0	0	0	0	0
U6	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064494	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064495	2	7	1	11	6	8	4	27	4	2	1	2
ENSRNOG00000064496	54	72	60	82	45	102	146	360	127	69	69	83
Olr1585	223	144	140	122	148	430	344	1039	242	222	336	242
ENSRNOG00000064498	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064499	48	87	88	82	69	69	141	309	116	83	31	53
ENSRNOG00000064500	1	0	0	1	1	0	2	5	0	0	2	0
U7	0	0	0	0	0	0	0	0	0	0	0	0
U2	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064503	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064504	0	1	0	0	0	0	0	1	0	1	0	0
RGD1564382	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064506	26	35	41	39	32	54	50	203	34	45	26	38
ENSRNOG00000064507	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064508	14	12	17	13	12	8	20	43	22	11	17	8
Snord64	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064510	14	17	9	4	2	12	5	24	11	4	4	8
Ankfn1	43	58	42	57	50	75	85	289	57	188	86	44
ENSRNOG00000064512	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064513	0	0	0	0	0	0	0	0	0	0	0	0
5S_rRNA	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064515	213	201	195	208	164	297	394	973	372	348	160	261
Rtl6	576	482	438	576	422	738	854	2371	730	857	517	662
Amy1a	1	0	0	0	2	2	0	0	0	0	0	0
ENSRNOG00000064518	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064519	0	0	0	0	0	0	0	0	0	0	0	0
Hist3h2a	187	207	242	238	90	227	357	817	210	188	194	206
Hist2h3c2	17	8	11	8	10	11	11	23	8	12	6	7
SNORD115	0	0	0	0	0	0	0	0	0	0	0	0
U6	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064524	166	80	158	95	42	244	164	262	86	99	99	103
ENSRNOG00000064525	8	4	8	5	7	11	11	51	14	6	16	20
ENSRNOG00000064526	4	2	1	1	2	7	0	10	7	1	7	0
ENSRNOG00000064527	194	186	230	169	175	333	372	1122	372	268	158	276
ENSRNOG00000064528	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064529	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064530	0	0	0	0	1	0	0	0	0	0	0	0
ENSRNOG00000064531	0	1	2	1	0	2	1	0	1	2	0	0
5S_rRNA	0	0	0	0	0	0	5	2	0	1	0	1
ENSRNOG00000064533	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064534	0	0	0	0	0	0	1	0	0	0	0	0
ENSRNOG00000064535	96	28	20	28	39	12	47	73	40	107	8	78
Olr47	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064537	4	2	2	3	1	0	4	7	5	7	1	7
5S_rRNA	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064539	2	0	0	0	0	0	0	1	0	0	0	3
ENSRNOG00000064540	13	13	17	16	9	9	15	45	12	4	23	17
ENSRNOG00000064541	3	7	3	1	2	14	8	18	8	23	2	7
ENSRNOG00000064542	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064543	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064544	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064545	6653	5998	5685	5499	3782	8275	8419	23658	8172	7078	4504	6853
ENSRNOG00000064546	7	4	8	2	2	8	7	28	11	8	4	1
ENSRNOG00000064547	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064548	13	8	11	11	5	27	18	60	13	17	3	10
Olr112	0	0	0	0	0	0	0	0	0	0	0	0
U6	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064551	1	0	0	4	0	3	2	4	0	1	0	1
ENSRNOG00000064552	2	2	2	1	5	3	4	1	3	0	1	0
Rbm25l1	293	290	253	279	182	346	379	1201	330	308	209	265
ENSRNOG00000064554	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064555	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064556	50	45	29	34	40	54	58	156	76	71	20	44
ENSRNOG00000064557	0	0	0	0	0	0	0	0	1	0	0	0
ENSRNOG00000064558	0	0	0	0	0	0	0	0	0	0	0	0
Gm49403	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064560	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064561	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064562	100	119	106	108	60	199	187	485	168	126	149	115
ENSRNOG00000064563	0	0	0	0	0	0	0	0	0	0	0	0
Olr1733	0	0	0	0	0	0	0	0	0	0	0	0
Samd8	416	435	394	363	288	521	666	1744	461	468	359	394
ENSRNOG00000064566	0	0	0	0	0	0	0	0	0	0	0	0
Olr1174	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064568	170	120	140	90	144	276	312	648	386	291	147	306
ENSRNOG00000064569	5	3	3	3	5	5	10	13	6	6	1	3
U6	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064571	0	0	0	0	0	0	0	0	0	0	0	0
U7	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064573	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064574	0	1	0	0	0	0	0	0	0	0	0	0
Olr602	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064576	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064577	0	0	0	0	0	0	0	2	0	0	0	1
ENSRNOG00000064578	0	0	0	0	0	0	0	1	0	0	0	0
ENSRNOG00000064579	0	0	0	0	0	0	0	1	0	0	0	0
U2	0	0	0	0	0	0	0	0	0	0	0	0
Olr1386	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064582	8	10	4	2	7	14	15	69	5	38	21	13
ENSRNOG00000064583	0	0	0	0	0	0	0	0	0	0	0	0
Rit1	1995	1986	1890	1888	1355	2326	2767	7523	2276	2123	1499	2062
Dcdc2b	115	81	74	108	60	146	96	433	112	203	79	110
ENSRNOG00000064586	0	0	0	0	0	0	0	0	0	0	0	0
U6	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064588	5	22	11	10	10	12	16	58	11	26	7	12
ENSRNOG00000064589	163	39	63	214	56	275	159	661	116	79	83	54
Olr227	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064591	0	0	0	0	0	0	0	0	0	0	0	0
5S_rRNA	0	0	0	1	0	0	0	0	0	0	0	0
U2	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064594	5	1	0	4	0	0	1	4	1	1	2	1
ENSRNOG00000064595	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064596	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064597	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064598	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064599	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064600	0	3	1	0	1	0	2	3	1	1	3	2
Mlec	798	866	816	829	802	1606	1874	4680	1438	1525	950	1304
ENSRNOG00000064602	3	3	6	15	2	9	7	27	2	4	2	3
ENSRNOG00000064603	0	0	0	0	0	1	0	1	0	0	0	0
ENSRNOG00000064604	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064605	0	0	0	0	0	0	0	1	0	0	0	0
5_8S_rRNA	0	0	0	0	0	0	0	0	0	0	0	0
U2	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064608	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064609	42	44	57	47	41	105	56	194	52	68	40	46
ENSRNOG00000064610	0	0	1	1	0	4	1	2	0	1	0	0
ENSRNOG00000064611	0	0	0	0	0	0	0	0	0	0	0	0
Gcnt4	68	90	68	68	18	78	63	221	51	79	42	64
ENSRNOG00000064613	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064614	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064615	2	0	0	0	0	1	0	0	0	0	0	0
Ankrd10	870	834	621	751	403	800	1019	2847	868	820	432	910
ENSRNOG00000064617	0	0	0	0	0	0	0	0	0	0	0	0
5S_rRNA	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064619	22	13	15	8	7	20	16	46	21	18	16	20
ENSRNOG00000064620	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064621	6	5	7	6	5	7	9	19	4	13	7	5
ENSRNOG00000064622	6	2	7	11	8	4	15	6	5	16	4	4
ENSRNOG00000064623	0	0	0	0	0	0	0	0	0	0	0	1
5S_rRNA	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064625	0	0	0	0	0	0	1	0	0	0	0	1
ENSRNOG00000064626	1	2	2	6	0	27	17	42	12	62	16	7
Lrrc70	25	18	15	23	18	41	36	98	46	42	15	23
Gm10135	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064629	0	3	1	0	2	0	0	3	0	0	0	1
Gphn	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064631	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064632	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064633	1	0	0	0	0	0	1	0	0	0	0	0
Sorl1	2463	2450	2581	2176	1478	4206	4031	10407	2653	3251	2092	2061
Ly49si2	834	407	512	345	290	732	516	1565	756	725	802	735
ENSRNOG00000064636	0	1	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064637	0	0	0	0	0	0	0	0	0	0	0	0
Hdhd3	122	184	167	165	81	161	240	780	166	183	128	189
ENSRNOG00000064639	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064640	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064641	0	0	0	0	0	0	0	0	0	0	0	0
Olr1223	0	0	0	1	0	0	0	1	0	0	0	0
ENSRNOG00000064643	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064644	0	0	0	0	0	0	0	0	0	0	0	0
Sry3	1	0	0	0	0	0	0	0	0	0	1	0
Olr95	0	0	0	0	0	0	0	0	0	0	0	0
Echs1	1773	1831	1669	1743	1006	2103	2355	7747	2130	1878	1272	1856
ENSRNOG00000064648	979	911	800	918	745	1969	2222	5048	2824	1660	824	1662
ENSRNOG00000064649	0	0	0	0	0	0	0	0	0	0	0	0
Olr215	0	0	0	0	0	0	0	0	0	0	0	0
U2	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064652	0	1	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064653	0	0	0	0	0	0	4	0	0	0	1	0
Olr677	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064655	0	0	0	1	0	0	0	0	0	0	0	0
Sumo3	2222	2540	2155	2454	1614	2742	3477	9732	3256	2754	1777	2632
ENSRNOG00000064657	6	0	0	4	2	1	0	18	4	3	1	0
Rnase3	40	298	41	65	45	165	312	307	90	161	38	218
ENSRNOG00000064659	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064660	17	22	12	22	10	39	28	87	32	15	7	17
Olr847	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064662	0	0	0	0	0	0	2	0	0	0	0	0
Olr1443	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064664	0	0	0	0	0	0	0	0	0	0	0	0
Olr1385	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064666	3	3	1	4	0	4	0	6	1	15	7	2
Tmem86b	15	11	6	8	6	6	12	24	19	13	9	4
ENSRNOG00000064668	1	0	0	0	0	1	0	4	1	2	0	0
ENSRNOG00000064669	1	2	2	1	0	0	4	3	3	2	1	4
ENSRNOG00000064670	17	12	3	18	1	4	16	37	4	20	18	9
ENSRNOG00000064671	0	2	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064672	0	1	0	0	0	0	0	0	0	0	1	0
ENSRNOG00000064673	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064674	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064675	0	0	0	0	0	0	2	0	0	0	0	0
U6	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064677	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064678	1	0	0	0	0	0	0	0	0	1	0	0
Olr710	0	0	0	0	0	0	0	0	0	0	0	0
Gpihbp1	1544	1491	1271	772	72	118	125	600	227	52	44	63
SNORD115	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064682	640	429	435	513	570	1632	957	3393	1109	1375	1130	542
ENSRNOG00000064683	0	0	0	3	0	1	1	0	0	0	2	0
U6	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064685	4	15	17	18	6	20	13	41	2	16	9	8
ENSRNOG00000064686	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064687	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064688	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064689	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064690	1	1	0	1	0	2	3	2	1	0	1	1
ENSRNOG00000064691	0	0	0	0	0	0	0	0	0	0	0	0
Kif4b	0	0	0	1	0	0	0	2	2	0	0	1
ENSRNOG00000064693	0	0	0	0	0	0	0	0	0	0	0	0
Sap18	823	744	697	722	482	825	1165	3109	1056	951	530	829
ENSRNOG00000064695	0	0	0	0	0	0	0	0	0	0	0	0
5S_rRNA	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064697	5	1	8	50	28	297	115	231	36	26	7	4
U6	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064699	12	10	4	16	1	13	8	59	11	19	5	9
ENSRNOG00000064700	1	0	2	2	3	0	2	9	0	3	1	0
Ncs1	23	35	23	30	15	31	45	125	29	49	10	26
Eddm13	0	0	0	0	0	0	0	0	1	3	0	0
ENSRNOG00000064703	0	0	1	0	1	0	3	0	0	2	0	0
Olr1704	0	0	0	0	0	1	0	0	0	0	0	0
ENSRNOG00000064705	0	0	0	0	0	0	0	0	0	0	0	0
U6	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064707	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064708	0	0	0	0	0	0	2	3	0	0	0	0
ENSRNOG00000064709	11	6	6	12	20	29	26	56	21	45	30	10
ENSRNOG00000064710	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064711	0	0	0	0	0	0	0	0	0	0	0	0
RGD1306704	0	0	0	0	0	0	0	0	0	0	0	0
U4	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064714	2	1	0	2	0	1	0	2	0	0	0	0
ENSRNOG00000064715	0	0	0	0	0	0	0	1	0	0	0	0
ENSRNOG00000064716	116	104	81	77	56	91	111	299	120	123	65	90
Olr251	0	0	0	0	0	0	0	0	0	0	0	0
U6	0	0	0	0	0	1	0	1	0	1	0	0
Or4f54	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064720	0	0	0	0	0	0	0	0	0	0	0	0
Rgmb	578	620	545	539	327	664	849	2130	596	535	440	581
ENSRNOG00000064722	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064723	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064724	2	0	1	1	1	2	5	11	4	2	0	3
ENSRNOG00000064725	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064726	17	21	30	39	17	23	30	87	27	19	11	4
ENSRNOG00000064727	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064728	38	17	11	9	28	13	21	104	24	28	9	14
Olr853	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064730	0	0	0	0	0	0	0	0	0	0	0	0
Prss2	0	4	0	4	0	0	0	2	0	0	0	0
ENSRNOG00000064732	0	0	0	0	0	0	1	0	0	9	0	0
5_8S_rRNA	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064734	1	8	1	0	2	0	5	39	12	7	14	2
ENSRNOG00000064735	1	1	1	1	0	3	2	2	0	0	0	0
ENSRNOG00000064736	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064737	104	99	119	142	44	110	112	377	119	128	62	80
Btnl8	2	1	0	1	1	1	0	7	2	0	1	1
ENSRNOG00000064739	5	3	5	10	6	10	11	30	16	5	3	14
ENSRNOG00000064740	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064741	0	0	0	0	0	0	0	3	0	0	0	0
Atp5pb	2910	2887	2466	2780	1854	3770	4814	12556	4195	4186	2500	3416
ENSRNOG00000064743	0	0	0	0	0	0	0	1	0	0	0	0
ENSRNOG00000064744	1	0	0	1	1	2	2	7	5	0	1	1
ENSRNOG00000064745	0	0	0	0	0	0	0	0	0	0	0	0
Mir3084a-2	0	0	0	0	0	0	0	0	0	0	0	0
Olr263	0	0	0	0	0	0	0	0	0	0	0	0
5S_rRNA	0	0	0	0	0	0	0	0	0	0	0	0
Sowahc	609	418	373	372	296	512	681	1621	875	694	545	451
U4	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064751	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064752	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064753	21	30	25	27	13	35	50	128	36	17	8	25
ENSRNOG00000064754	978	978	759	905	517	1281	1294	3391	1322	1163	600	1057
ENSRNOG00000064755	3	0	3	4	0	7	2	6	0	3	0	2
ENSRNOG00000064756	0	0	0	0	0	0	0	0	0	0	0	0
5S_rRNA	0	0	0	0	0	0	0	0	0	0	0	0
U3	0	0	0	0	0	0	0	0	0	0	0	0
Ugt2a1	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064760	28	15	5	34	2	7	2	129	7	37	12	18
Gm22910	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064762	0	0	0	0	0	0	0	0	0	0	0	0
Gm22890	0	0	0	0	0	0	0	1	0	0	0	0
Kbtbd7	323	364	312	328	161	308	436	1202	264	256	174	233
Snora30	0	0	1	1	0	4	0	6	0	1	1	2
ENSRNOG00000064766	8	7	15	8	9	15	13	45	20	5	12	4
5S_rRNA	0	0	0	0	0	0	0	0	0	0	0	0
Gm25138	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064769	339	346	303	354	153	388	460	1386	540	382	214	331
U2	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064771	0	0	0	0	0	1	0	5	0	0	0	1
U6	0	0	0	0	0	0	0	0	0	0	0	0
U6	0	0	0	0	0	0	0	0	0	0	0	0
Olr672	0	0	0	0	0	0	0	0	0	0	0	0
Mir3543-2	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064776	4	0	0	0	1	0	0	1	0	0	0	0
Msantd1	9	12	9	4	8	4	6	12	27	9	3	25
ENSRNOG00000064778	0	2	0	0	0	0	0	0	0	2	0	0
ENSRNOG00000064779	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064780	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064781	5	4	2	3	2	6	6	9	0	7	3	12
ENSRNOG00000064782	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064783	0	0	0	0	0	0	0	0	0	0	0	0
U6	0	0	0	0	0	0	0	0	0	0	0	0
U2	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064786	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064787	59	51	50	41	28	67	55	220	52	71	46	32
ENSRNOG00000064788	19	9	17	7	3	19	8	40	13	11	6	10
ENSRNOG00000064789	5	4	8	0	14	93	9	19	24	96	30	90
ENSRNOG00000064790	0	0	0	0	0	0	0	0	0	0	0	0
U4	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064792	0	0	0	0	0	0	0	0	1	1	0	0
ENSRNOG00000064793	1	1	2	2	0	3	4	5	0	0	0	1
Ptpdc1	90	67	86	93	60	91	108	271	82	104	71	77
ENSRNOG00000064795	0	0	0	0	0	0	0	0	0	0	0	0
Dnmt3c	1	5	6	5	2	5	6	21	2	7	5	4
U6	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064798	0	0	0	2	1	1	0	0	0	0	0	1
Tmed8	353	476	447	422	268	516	705	1873	366	450	275	346
U7	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064801	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064802	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064803	0	0	0	0	0	0	0	1	0	0	0	0
U6	0	0	0	0	0	0	0	0	0	0	2	0
ENSRNOG00000064805	0	0	1	0	0	0	0	0	0	0	0	0
ENSRNOG00000064806	11	3	2	5	14	4	4	13	6	1	3	2
ENSRNOG00000064807	32	20	17	24	18	47	64	114	32	35	17	19
ENSRNOG00000064808	7	0	5	12	0	0	0	0	0	0	0	0
ENSRNOG00000064809	0	0	0	1	0	0	5	5	1	0	1	4
ENSRNOG00000064810	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064811	0	0	0	0	0	0	0	0	0	0	0	0
Armh2	0	0	0	0	0	0	1	0	0	0	0	0
Olr198	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064814	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064815	0	0	0	0	0	0	0	0	0	0	0	0
Olr214	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064818	2	3	1	2	3	8	11	19	11	4	5	1
Olr380	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064820	0	0	0	2	1	2	1	6	0	2	2	3
ENSRNOG00000064821	1	0	1	1	1	0	0	0	3	0	0	0
ENSRNOG00000064822	0	0	0	0	3	0	0	4	1	0	0	0
U6	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064824	35	30	32	33	7	23	21	68	19	11	17	19
